bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D
A,D,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,D,D,D,E,D
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,D,B,B,E,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,A,A,A,A,A,A,D,D,D,D,D,A,D,D,A,A,A,A,A,A,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,A,A,A,A,A,A,A,E,E,A,A,A,E,E,E,E,A,E,E,E
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,E,D,D,D,E,E,E,D,D,D,D,D,D,D,D
A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,B,C,C,C,B,B,C
B,D,B,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D
A,D,E,E,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,A,A,A,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,B,B,B,B,B,B,B,B,B,B,B,E,E,E,B,E,E,E,E,E
D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,A,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,D,A,A
A,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,D,B,B,B
B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,D,B,B,B
D,A,B,A,B,B,B,D,D,A,D,A,A,A,A,A,A,A,A,A,E,A
E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,D,D,D,D,D,D,D,C,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,D,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,B,B,B,B,E,E,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,A
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,D,D,D,D,D,D,D,D,D,D,A,A,D,A,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,A,A,A,A,A,A,A,A,A,A,C,C,A,C,C,C,C,C,C,C
C,C,D,D,D,D,D,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D
D,B,B,B,B,B,B,E,E,E,B,E,E,E,B,B,B,B,E,E,E,E
E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,B,E,E,E,E,E,E,E,E,E,E,D,E,E,E,D,D,E,D,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,D,E,D,D,D,D,D,D,D,D,D,A,A,D,D,D,D,D,D
A,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,A,C,A,E,C,E,E,E,E,E,E,E,E,E,E,C,E,E,E,C
C,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,D,D,D,E,D,D,E,E,E,E,E,E,E,D,E,E,E,E,E
A,E,E,E,E,E,E,E,E,E,E,E,E,E,C,C,C,B,B,B,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,E,E,E,E,E
C,B,B,B,B,B,B,B,E,E,E,E,E,E,E,B,B,B,E,E,E,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,A,A,E,E,A,E,E,E,E,E,E,E,E,E,A,A,E,E,E,A
A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,A,E,E,E,C,C,C,C,E,E,C,C,C,C,C,C,C,C,C,C
C,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,D,E,D,D,D,D,D,D,E,D,D,D,D,E,E,E,E,E,E,D
D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,C,C,C,C,C,E,E,E,E,C,C,E,E,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,E
C,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A
D,D,A,A,A,A,E,E,E,E,A,A,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,C,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,C,E,E,E,E,C,C,C,C,E,E
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,A,A,A,A,A,A,A,A,A,C,C,C,A,C,C,C,C,C,C,C
C,A,A,B,B,B,E,E,E,E,E,B,B,B,B,B,B,B,E,E,E,E
D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,C,C
B,E,E,A,E,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,A,A,A,A,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D,E,D
D,D,B,D,D,D,B,D,D,D,D,D,B,B,D,B,B,B,B,B,B,B
E,B,B,B,C,C,C,C,E,C,E,C,E,E,E,E,E,E,C,E,E,E
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,D,D,D
D,A,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,D,A,A,A,A,D,A,A,D,D,C,C,E,E,D,C,C,C,C,C,C
C,C,A,A,A,A,A,A,D,A,A,A,B,B,B,B,A,A,A,A,A,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,B,B,B,B,E,E,B,B,B,B,E,E,E,E,E,B,B,E,E,E,E
E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,B,B,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,C,C
C,C,B,E,E,E,E,E,E,E,E,E,E,E,E,D,E,D,E,D,D,D
D,B,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,D,E,D,D,E,D,E,E,E,E,E,D,D,D,D,D,D,D,D
A,C,C,C,C,C,C,D,D,C,C,D,C,C,C,C,C,C,C,C,C,C
B,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,D,E,D,D,D,D,D,D,D,D,D,D,D,A,A,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,C,C,C,C,C,C,C,C,C,C,E,E,C,E,E,E,E,E,E,E
E,E,D,D,D,D,D,E,D,D,E,E,E,E,E,E,D,D,E,E,E,D
A,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,D
B,E,E,E,E,E,E,E,E,E,E,E,E,C,E,C,C,C,E,C,C,C
C,E,A,E,A,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E
D,D,A,E,E,C,E,E,E,E,E,E,E,E,E,E,A,E,E,E,E,E
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,D,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D
C,C,D,D,D,D,D,D,D,E,E,D,D,D,E,E,D,D,D,D,D,D
D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,B,D,D,D,B,E,E,E,E,E,E,E,E,B,B,B,D,D,B,B
A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,C,D,E,D,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,E
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,B,B,B,B,B,B,B,B,B,B,E,D,D,B,B,D,D,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,D,E,E,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E
A,E,A,A,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,A,A,A,A,A,E,A,E,A,E,E,E,E,E,C,E,C,E,A
C,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,C,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C
C,C,A,A,D,D,E,A,E,E,E,E,E,E,E,D,D,D,D,D,D,D
D,A,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D
A,C,C,C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,A,D,A,A,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,C,C,C,B,B,B,B,E,E,B,E,E,E,B,B,B,E,B,C,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,C,C,C,C
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,A,A,E,E,E,E,E,E,E,E,E,E,E,E,D,D,E,E,C
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,E,C,C,C,C,C,C,E,E,E,E,D,E,E,E,E,E,D,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,A,E,D,A,B,D,B,D,B,B,A,A,A,A,B,B,A,A,B,B
A,A,A,A,A,A,A,A,A,A,A,A,A,E,A,B,E,E,A,A,E,E
B,D,D,D,D,A,A,A,D,A,A,A,A,D,D,D,D,D,C,C,C,C
C,C,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,D,D,D,D,D,D,D,A,A,A,A,A,A,D,D,D,D,D,D,D
A,B,B,B,B,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,D,A,A,A,A,A,A,A,A,A,A,C,A,A,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,C,C,C,C,C,C,C,C,C,C,C,E,C,C,E,C,C,C,C,C,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,B,B,B,B,E,E,B
B,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B,B,B
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,A,A,A,A,A,A,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,E,E,D,E,D,D,D,D,D,D,D,D
A,D,D,D,D,D,A,A,D,D,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,A,E,E,E,E,E,A,E,E,E,E,E,E,E,E,E,E
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,D,D,E,E,D,E,E,E,E,D,E,D,D,E,E,D,E,E,E,E
B,D,A,A,D,A,D,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C
C,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,E,D
A,C,C,C,C,C,C,C,E,C,C,C,C,C,C,C,C,C,C,C,C,C
