bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
A,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,D,D,D,D,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D
C,D,D,D,C,D,D,D,D,D,D,E,D,D,D,D,D,E,D,D,D,E
D,A,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,D,A,A,A,A
E,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,B,B,B,B,B,C,E,E,E,C,E,E,E,C,E,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,C,C,E,E,C,E,C,C,C,E,E,E,C,E,E,E,E,E,E,E
E,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,C,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,D,D,D,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,B,B,D,A,B,E,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B
E,C,C,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C
A,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A
C,E,E,B,C,B,B,B,B,B,B,B,B,B,B,B,B,E,B,B,B,B
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,E,E,E,E,E,E,E,E,D,D,D,D,E,D,E,E,E,E,E
A,E,E,E,E,B,B,E,B,B,E,B,B,B,E,B,B,B,B,E,E,B
B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C
C,E,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,E,E,D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,C,C,C,C,C,C,C,C,C,D,C,C,D,D,C,D,D,C,D,C
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,D,D,D,D,E,E,E,E,D,E,D,D,D,D,D,E,D
D,C,E,E,E,C,C,C,C,C,C,C,E,C,C,C,C,C,C,C,D,C
E,E,E,E,D,D,E,E,E,D,D,D,D,D,D,D,D,D,D,E,E,E
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,C,C,E,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E
A,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,E,A,A,E,E,A,B
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D
E,C,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D
A,C,C,C,C,C,C,C,C,D,B,B,B,B,C,B,B,B,B,B,C,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,C,C,C,C,C,C,C,C,C,D,C,E,E,E,E,E,E,E,E,E
D,A,D,D,D,D,D,D,A,A,D,A,A,A,A,A,A,A,A,A,A,A
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,D,D,D,D,E,E,B,B,B,E,E,D,E,B,E,D,E,E,D,D,D
B,B,B,E,E,C,E,E,E,A,A,E,E,E,E,A,E,E,E,E,E,E
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,C,E,E,E,C,C,C,C,E,C,C,C,C,C,E,E
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,D,D,D,D,D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,D,D,D,A
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D
C,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,D,D,D,D,D,A,E,A,A,E,E,B,A,B,B,B,B,A,B,B,B
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,C,C,C,C,A,B,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B
B,D,B,B,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B
D,C,C,C,C,C,C,C,D,D,C,D,D,D,D,D,C,C,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B
B,C,D,D,D,C,D,D,C,C,C,C,C,C,C,C,C,C,C,C,D,D
C,E,C,C,C,C,C,C,C,C,C,E,E,E,E,E,C,E,A,A,A,A
D,E,E,D,E,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,C,C,C,C,C,C,C,E,C,C,E,E,E,E,E,E,E,E,E,E,E
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D
D,E,B,B,B,E,B,B,E,B,E,E,E,E,E,E,E,E,E,E,E,E
E,C,E,E,E,E,E,E,E,E,E,D,D,D,E,E,E,E,E,E,E,E
A,D,E,E,A,A,A,A,A,A,A,A,A,A,D,E,A,A,A,A,A,A
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,C,C,C,C,C,C,C,C,C,C,C,E,C,E,E,E,C,C,C,C
D,D,A,D,D,D,D,D,A,D,D,A,A,A,A,A,A,A,A,D,A,A
E,D,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,E,E,E
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,A,C,D,D,D,A,D,A,A,B,A,B,B,A,B,B,B,B,B,A,B
D,E,E,E,E,E,E,D,D,E,E,E,E,E,E,E,E,E,E,D,E,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,A,E,E,E,E,E,E,E
A,D,C,A,A,A,C,C,A,B,A,E,B,E,E,E,E,E,E,E,E,E
B,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,C,D,D
D,C,C,E,C,C,C,D,D,D,C,D,C,C,E,D,E,E,E,E,E,E
E,D,D,D,D,D,E,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,C,E,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,E,E,D,E
E,C,E,E,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A
A,E,E,E,E,E,E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,D,D,E,E,D,D,E,E,E,E,E,E,E,E,E,E,E
C,C,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,A,D,D,A,A
D,E,D,D,D,D,D,D,D,D,D,D,D,E,D,A,E,E,E,E,E,E
E,C,C,E,E,E,E,E,E,E,C,E,E,C,C,E,E,E,C,C,C,E
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,D,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B
D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,D,D,D,D
E,D,E,E,E,E,E,E,E,E,D,E,D,D,D,D,D,D,D,D,D,D
A,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,A,E,E,E,C,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,E,E,E,A,E,A,E,A,E,E,A,E,E,E,A,A,E
D,C,C,D,D,D,C,D,D,D,D,C,C,D,C,C,C,C,C,C,C,C
E,D,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,C,C,C,C,C,C,C,C,C,C,C,C,E,C,C,C,C,C,C,E,E
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,D,E,E,E,E,E,E,E,E,E,D,E,E,D,D,D,D,D,D,D,D
A,E,E,E,E,A,A,E,A,A,A,A,A,A,E,A,A,A,E,A,E,A
B,E,E,E,E,E,E,B,B,B,B,B,E,B,E,A,A,B,B,B,B,B
C,D,D,D,D,D,D,D,D,D,D,D,D,E,D,D,D,D,E,D,D,E
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,B,B,E,E,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B
A,C,C,C,C,C,C,A,A,A,C,A,C,C,A,A,A,A,A,A,C,A
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D
A,C,B,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,B,B,A
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,E,E,E,E,E,E,E,E,A,E,E,E,E,E,E,E,E,E,D,A
D,B,B,B,B,B,B,B,B,B,B,D,B,B,B,B,B,B,D,B,B,B
E,D,E,E,E,E,D,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,A,B,B,D,D,B,B,D,D,B,B,B,B,B,B,B,D,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,A
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,E,C,C,E,E,E,C,C,C,E,C,C,C,C,C,C,C,C
A,E,D,B,B,A,B,A,B,B,D,D,D,D,D,D,D,B,D,D,D,D
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,E,B
C,A,B,C,C,B,C,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,D
A,D,D,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,E
B,C,C,C,C,D,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,D,D,E,D,D,D,E,D,D,D
A,D,E,E,E,E,B,B,E,B,B,B,B,B,B,B,B,B,B,B,E,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,B,C,C,C,C,C,B,C,B,B,B,B,B,B,B,B,B,B,B,A
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,D,E,E,E,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,E,D,E,E,E,E,D,E,E,E,D,D,E,D,E,E,D,D,D,D
D,D,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C
E,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,C,D,D,B,B,B,B,B,B,D,B,B,B,B,B,B,B,D,E,B
B,B,A,A,C,A,A,A,A,C,A,A,A,A,A,C,C,A,C,C,A,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D
A,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,D,D,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,E,B
B,B,B,B,B,B,B,B,B,B,D,B,B,B,B,A,B,A,A,B,B,A
C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A
D,B,D,D,D,D,D,D,D,D,D,D,D,B,B,C,B,B,B,C,C,B
E,B,E,E,E,E,E,E,E,D,B,B,B,E,E,E,B,B,E,E,B,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,E,D,D,D,D,D,A,A,A,A,D,E,E,A,E,E,E,E,E,E,D
C,D,D,C,C,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,C,C,C
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C,C
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,D,D,D,D,D,E,D,D,E,E,E,B,E,E,E,B,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,D,D,D,D,D,D,D,A,D,D,D,A,A,A,A,A,A,E,A,E,A
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,E,E,E,D,D,E,E,D,D,D,D,E,D,D,D,D,D,D,D,D
B,E,E,B,B,B,B,B,B,B,B,A,B,A,E,E,E,E,E,E,A,E
C,C,C,C,C,C,C,C,C,C,C,C,E,A,E,E,A,E,E,E,A,A
D,C,D,D,C,C,D,D,D,C,C,D,D,C,D,C,D,D,C,C,C,C
E,D,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,A,E,B
B,B,B,B,B,B,B,B,D,A,A,D,D,D,D,D,D,D,D,C,D,D
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,D,D,D,D,D,E,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B
B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,D,D,C,C,C,D,B,B,D,A,E,E,B,E,D,B,B,B,D,D,D
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,E,D,E,D,D,E,E
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,B,D,B,B,B,B,A,A,A,A,B,A,A,B,B,B,B,A,B,B,B
D,C,D,D,D,D,D,D,C,C,D,D,C,D,C,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C
A,D,E,D,D,E,D,B,D,B,B,B,E,D,E,D,E,E,E,E,E,E
B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B,B
C,D,C,C,C,C,C,C,C,C,C,C,D,D,A,A,A,D,D,D,D,D
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,C,C,C,C,C,E,E,E,D,E,E,E,E,E,E,E,D,E,E
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D
C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,E,E,E,E
A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,A,A,A,A,A,A
D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,D,D,A,A,C,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,E,A,D,B,B,B,B,B,B,D,B,B,B,B,B,B,D,D,D,D
B,C,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,D,E,D,D,E,D,E,D,E,D,D,D,D,D,D,D,D,D,D,D,D
A,C,C,C,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,E,E,E,E,E,E,E,E,E,B,E,E,B,B,B,B,E,E,E,B
B,E,B,B,B,B,B,B,B,B,B,B,E,A,A,E,E,E,E,B,E,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,E,E,E,C,E,C,E
D,D,D,D,D,D,D,D,D,D,D,D,E,E,C,D,C,C,C,C,C,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,E,E,A,A,A,A,A,E,A,A,A,A,E,E,A,E,E,E,E
B,D,D,B,B,D,D,D,D,D,D,D,D,D,D,D,D,E,D,D,D,D
C,B,D,D,D,D,D,D,D,B,D,D,D,D,D,B,B,B,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,E,E
E,D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,C,E,E,C,C,E,C,C,C,C,C,C
A,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,B,B,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,E,D,B,B,B,B,E,B,C,B,B,B,B,B,B,B,D,D,D
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A,E,E,A
A,E,E,E,E,E,B,B,B,B,E,B,B,E,E,E,E,E,E,E,E,E
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,C,C,C,C,C,C,C,C,E,C,C,E,E,C,E,E,E,E,E,E
D,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C
E,D,E,E,E,E,E,E,E,E,D,E,E,D,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
