bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,C,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,E,E,E,E,B,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A
C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,E,E,E,E,E,E,E,B,E,E,B,B,B,B,B,B,B,B,B,B
B,B,C,C,C,C,C,C,C,C,C,C,A,C,A,A,A,A,A,A,A,A
C,B,C,C,C,C,B,B,B,B,D,D,B,B,B,B,B,B,B,B,B,B
D,A,B,B,B,B,B,B,B,B,B,A,A,B,B,B,A,A,A,A,A,A
E,C,C,C,C,C,C,C,E,C,C,C,B,B,B,C,C,C,C,C,C,C
A,C,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,E,E,E,C,C,C,C,C,C,C,C,C,C,A,C,C,C,C,E,A
C,A,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,E,D,D,D,D,B,D,D,C,C,C,B,C,B,B,C,C,B,B,B,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,C,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,C,C,C,C,C,C,C,C,A,C,E,A,A,A,A,A,A,A,A,A
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,D,D,B,D,B,D,D,B,B,B,B,B,A,A
D,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,B,E,B,B,E,B,B,E,B,B,B,B,B,B,B,B,B,B,B,B,B
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,C,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,B,B,C,B,B,C,C,B,B,B
D,D,D,D,D,D,D,D,D,D,D,B,B,B,D,B,B,B,D,D,D,D
E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,A,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,C,C,C,C,C,C,C,B,B,B,B,A,B,B,A,A,A,A
C,E,E,E,B,A,A,A,A,A,A,A,A,A,A,A,A,A,E,E,E,E
D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D
E,D,D,E,E,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B
A,C,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C,C,C,C
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,B,B,A,B,D,A,A,A,B,A,B,B,B,B,A,A,D,D,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,E,E,E,E,E,E,E,E,B,E,E,B,E,E,E,E,E,E,E,E
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,A,A,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A
E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E
A,C,C,C,C,E,B,B,B,B,B,E,B,B,B,B,B,B,B,B,B,B
B,B,B,A,C,A,C,A,C,C,C,A,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,B,B,B,B,B,B,B,B,D,D,D,B,B,B,B,D
D,A,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A
E,C,C,E,E,C,E,E,E,C,C,E,A,A,A,A,A,A,A,A,A,A
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,C,A,A,E,E,A,A,A,A,A,E,E,E,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,D,D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A
D,E,E,E,E,E,E,E,E,E,E,E,E,B,B,B,B,B,B,E,B,B
E,C,E,C,C,E,E,E,E,E,E,C,C,A,A,B,B,C,B,B,B,B
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,E,E
D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,E,E
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,D,D,D,D,A,D,D,D,D,D,D,D,D,D,D
C,C,C,C,C,B,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,A,A,A,A,B,A,E,A,E,A,A,A,A,A,A,A,A,A,A,A,A
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,C,A,D,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,C,C,C,E,C,B,B,C,B,C,C,C,C,B,C,C,C,C,C,C,C
A,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A
A,E,E,E,E,B,B,B,B,E,E,B,B,B,B,B,B,B,B,B,B,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A
C,C,C,C,C,C,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A
A,E,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,A,A,C,A,A,A,A,A,A,A,A
C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,B,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,D,D,D,D,D,D,D,D,B,D,B,B,B,B,B,B,B,B,B,B,B
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,C,C,D,D,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C
C,C,C,C,C,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,D,C,C,B,C,B,C,C,B,C,C,C,C,C,C,C,C,C,C,C
E,A,C,C,C,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,D,D,D,D,D,D,C,D,C,C,C,B,D,D,D,C,D,D,B,D
E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,D,D,D,D,D,D,D,D,C,C,C,C,E,E,E,E,E,E,E,E
E,A,A,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A
A,E,E,E,E,B,B,E,E,E,E,B,B,E,B,B,E,E,E,E,E,E
B,A,C,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,D,E,D,D,D,E,E,B,E,E,E,E,E,E,E,B,E,E,E,E
E,B,E,E,E,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B
A,D,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,A,A,A,A
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,B,B,B,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,D,B,C,D,C,C,C,C,C,C,C,C,B,B,B,B,B,B,C,C
E,D,E,E,E,E,D,E,E,D,D,D,E,D,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,B,B,B,B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,A,C,A,D,D,D,A,A,A,A,A,D,A,A,A
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,B,E,B,B,B,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,D,D,D,D,D,D,D,D,D,B,D,D,D,B,B,B,B,B,B,B
D,C,C,C,C,B,B,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,A,C,A,C,A,C
C,E,E,E,E,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,D,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,B,B,B,B,B,B,B,E,E,B,B,B,B,B,B,B,B,B,B,B
E,C,C,D,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C
A,C,C,B,B,B,B,B,C,E,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,E,E,E,E,E,E,E,C,C,C,C,E,C,C,C,C,C,C,C,C
A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,D,D,C,C,C,C,C,C,B,C,C,A,A,A,A,A,A,A,A,A,A
E,C,C,E,E,C,B,E,D,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,C,C,C,E,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,A,A,E,E,A,D,A,A,A,E
C,D,C,D,D,D,D,D,D,D,D,D,D,B,D,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,C,C,E,C,C,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C
A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,B,B,B,B,B,B,B,C,B,B,C,C,B,B,B,B,B,B,B,B,B
E,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,C,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,D,D,D,B,B,B,B,B,B,A,B,B,B,B,B,A,A,A,A,A
D,E,E,E,E,A,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A
E,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,A,C,A,C,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,D,D,D,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,D,D
E,C,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,C,C
C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,E,E,C,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B
A,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,C,C,C,C,C,C,C,A,A,A,A,C,A,A,C,C,A,A,A,A
C,A,D,A,D,D,D,A,A,D,A,A,A,A,B,A,A,A,A,A,A,A
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,D,D,D,E,E,E,A,A,E,E,E,E,E,E,E,E,E,E,E,E
C,E,B,E,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,E,E
E,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,D,A,D,D,D,A,A,A,D,D
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,D,D,E,D,E,E,E,E,D,D,D,D,D,D,D,D,A,A,A,A,E
A,C,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,E,E,E,E,E,E,E,E,C,C,B,B,B,B,C,B,C,B,B,C
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,A,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A
E,E,E,B,B,B,E,E,E,E,B,B,B,B,B,B,B,E,E,B,B,B
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,B,E,E,E,E,E,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,E,E,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,B,B,B,B,B,B
E,E,E,E,E,E,E,E,B,D,D,D,B,B,B,B,B,B,B,B,B,D
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
