bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
D,C,E,E,E,E,E,E,E,E,E,E,C,E,E,C,C,C,C,C,C,C
E,C,C,B,B,C,C,C,C,B,B,B,B,B,B,B,B,B,B,A,A,D
A,B,E,B,B,B,B,B,E,B,B,B,B,B,B,B,B,E,B,B,B,B
B,E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E
D,E,E,D,D,D,D,D,E,D,D,E,E,E,E,E,E,E,E,E,E,D
E,E,E,E,E,E,E,E,C,C,C,C,E,C,E,E,E,E,E,E,C,C
A,D,D,D,D,D,E,D,E,D,D,D,D,E,D,D,D,D,D,D,D,D
B,E,E,D,D,D,D,D,D,D,D,E,E,D,D,D,E,E,D,C,C,E
C,E,D,D,E,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E
D,D,E,E,E,E,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,D,E,E,D,D,E,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D
C,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,C,C,E,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,C,C,C,C,C,C,C,C,C,C,C,A,A,A,C,A,A,A,A,A
C,B,D,D,D,D,E,D,E,E,E,B,E,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,D,C,C,C,D,C
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,D,D
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,E,C,C,E,C,C,C,C,D,D,C,C,D,C,C,C,C,C,C,C
D,D,E,E,E,E,D,D,D,D,D,D,D,D,D,E,E,D,D,D,E,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,B
A,C,C,C,C,E,E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,D,C,C,C,C,C,C,C,D,D,D,D,C,D,D,D,D,D,D,D,D
C,C,D,D,D,D,D,D,D,D,D,D,D,C,D,C,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,B,B,B,E,E,B,B,E,B,E,E,E,E,B,E,E,E,E,E,E,B
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,C,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,E,E,E,E,E,E,E,E,E,C,E,E,C,C,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,D,D
B,D,C,D,C,C,C,C,C,E,C,E,C,C,C,E,E,C,E,E,E,E
C,C,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D,E,D,D,D,D,D
A,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,D,D,D,D,D,D,E,D,D,D,E,E,E,E,D,E,E,E,E,E
D,E,C,E,E,E,E,E,E,E,E,C,C,E,E,E,C,E,C,E,E,E
E,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,D,B,B,B,B,B,E,B,B,E,E,E,E,E,E,E,E,E,E,B
B,D,D,D,D,D,D,D,B,B,D,B,B,D,D,D,D,D,D,D,D,D
C,C,D,D,D,D,D,D,D,D,D,A,D,E,A,A,A,A,A,A,A,A
D,D,E,E,E,E,E,E,E,E,E,E,E,C,C,E,C,C,C,E,C,C
E,E,C,E,E,E,E,E,E,C,E,C,E,C,C,C,C,C,C,E,C,C
A,E,E,B,B,B,B,E,B,E,E,E,E,E,E,E,B,E,E,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,E,C,C
D,E,C,E,E,E,E,E,E,C,C,C,C,C,C,C,C,D,D,C,C,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,B,B,B,B,B,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D
E,E,E,C,C,C,E,C,C,C,C,C,C,C,C,C,C,C,E,E,D,E
A,C,C,E,B,B,B,D,E,E,B,B,E,B,B,E,B,E,E,E,E,B
B,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,D,D,C,C,C,C,D,C,D,C,C,C,C,C,C,C,C,C,C,C,C
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,D,D,E,D,D,D,D
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,E,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,E,C,E,C,E,C,C
D,E,E,E,E,E,E,E,E,E,E,E,E,E,C,C,E,E,C,E,C,C
E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,C,C,C,C,C,C,C,C,C,C,C,E,D,D,E,E,D,D,D,D
B,E,D,D,D,D,D,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,C,C,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,D,D,D,D,D,D,D,D,D,D,D,E,E,D,D,D,D,D,D,D,D
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,E,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,E,E,E,E,E,E,E,E,E,C,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,C,E,E,E,E,C,C,E,C,C,C,E,E
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,D,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,C,E,E,E,E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C,C
E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,D,D,D,D
A,B,E,B,B,B,B,B,B,B,B,D,D,B,B,D,D,E,E,D,D,B
B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,E,E,E,E,E,E,E,E,E,E,E,C,C,E,C,C,E,C,C,C
E,C,C,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,C,C,E,C,E,C,C,E,C,C,C,E,E,C,E,E,E,E,E
A,C,C,C,E,E,E,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,D,D,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,C,E,C,C,E,C,C,C,E,C,C,C,C,C,C,C,C,E,E,E,E
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,E,C,C,C,C
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,D,D,D,D,D,D,D,E,D,D,E,D,E,E,D,D,D,D,D,D
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,C,C,C,C,C,C
E,E,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,D,C,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,D,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D
A,C,C,B,B,B,E,E,C,E,C,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,D,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,B,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,C,C,C,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,E
A,D,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,D,D,D,D,D,D,D,D,D,D,D,E,D,D,D,E,E,E,E,E
D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,E,C,C,C
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,E,E,E,E,E,E,E,E,E,E,E,C,E,C,C,C,C,C,C,C,C
E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,D,D,D,E,D,D,D,D,E,D,D,D,D,D,D,D,D,E,D,D
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,B,B,B
B,C,C,C,C,C,C,C,C,C,C,E,C,C,C,C,C,C,C,C,C,C
C,C,D,D,D,D,D,D,D,D,D,D,D,D,E,B,C,C,B,B,C,C
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,D,D,D,D,C,D,D,C,C,E,E,E,D,E,E,E,D,D,D,E,D
C,C,D,D,C,D,C,C,C,D,D,D,D,D,C,C,C,C,C,C,C,C
D,D,E,E,E,E,E,E,D,E,D,D,D,D,D,E,E,E,E,D,D,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,C,C,D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,D,C
C,C,D,D,E,D,E,E,E,C,E,C,C,C,C,C,E,E,E,E,E,E
D,C,C,C,C,C,C,C,C,D,C,C,C,D,D,C,C,C,C,C,C,C
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,C,B,D,D,D,D,D,B,B,D,B,B,B,B,B,B,B,B,D,D
B,E,C,E,D,D,D,D,E,D,E,E,E,E,D,D,D,D,D,D,D,D
C,C,E,C,C,C,C,C,C,C,C,C,E,C,C,C,E,E,C,C,C,C
D,D,E,E,E,E,E,D,E,D,E,D,D,E,D,E,E,D,D,E,D,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,C,B,B,B,C,C,C,B,C,B,C,B,B,B,B,B,C,C,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,C,D,D,D,D,D,C,D,C,E,C,C,D,D,D,C,C,C,C,C,C
D,C,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,C,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,D,D,D,D,E,D,E,E,E,E,E,E,E,E,E,E,E,E,D,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D
E,C,B,E,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,A,A,C
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,E,C,E,E,E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,E,E
D,E,E,E,E,E,D,D,D,D,D,D,E,E,D,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,D,E,C,E,D,D
C,E,D,D,D,D,D,D,D,C,C,D,D,C,C,C,C,C,C,C,C,C
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,C,C,B,D,D,D,D,D,D,D,D,E,D,D,D,D,D,D,D,B
B,E,C,D,D,D,D,D,C,D,D,D,D,D,C,D,D,D,D,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,B,B,D,D,D,B,D,B,B,B,B,B,B,B,B,B,B,B,C,B,B
D,D,C,C,C,C,D,D,D,D,D,C,D,C,D,C,C,C,C,C,C,C
E,E,B,B,E,E,E,E,E,E,E,B,E,B,D,E,E,E,E,E,B,D
A,C,C,C,C,C,C,C,D,D,E,D,D,D,D,D,D,D,D,D,D,D
B,E,C,D,D,D,D,D,C,D,D,C,C,D,D,A,D,D,D,D,D,D
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
