bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
I,E,E,E,E,E,E,E,E,E,E,E,H,H,H,H,E,H,H,H,H,H
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,I,J,J,J,J,I,I,I,I,J,F,J,J,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,I,I,I,I,I,J,J,J,J,J,J,J,J,I,J,J,J,J,J,H
I,H,H,I,I,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,I,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,E,E,E,E,E,E,E,E,E,E,E,I,I,I,I,I,I,I,I,I,I
C,F,F,F,F,I,F,F,F,F,I,I,I,I,I,F,F,F,F,I,F,I
D,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,E,E
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,J,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,J
H,F,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,F,J,J,J,J,J,J,F
A,G,I,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,H,I,I,I,I,I,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I
C,J,J,J,J,J,J,J,J,J,J,C,C,C,J,C,J,C,C,C,C,C
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,H,H,H,H,H,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,D,D,D,F,D,D,D,D,D,D,D,D,D,D,D,F,D,D,F,F
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,I,I,G,G,H,J,G,J,H,H,H,G,H,G,G,G,G,G,G,G
I,J,J,J,J,J,J,J,I,J,J,I,J,I,I,I,I,I,I,H,H,H
J,J,J,J,J,J,J,J,J,J,J,J,H,J,J,J,J,J,J,J,J,J
A,C,C,C,C,C,J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
C,J,J,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,D,G,G,G
F,J,G,J,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,F,I,I,I
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,F,J
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,I,I,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,A,A,A,G,G,G,J,J,J,G,G,G,G,G,G,G,G,G,G,G,G
H,F,F,F,F,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,F,I,I,I,I,I,I,I,I,I,I,I,I,F,F,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,F,J,J,F,F,F,F,F,F,F,F
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J
F,E,E,J,H,E,E,E,E,E,E,E,E,E,E,E,I,E,E,E,E,E
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,F,H,H,F,H
I,I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,E,E,E,E,E,E,E,E,E,E,I,E,I,I,I,I,I,E,E,I,I
C,J,J,J,J,J,J,J,J,J,J,I,J,J,J,J,J,J,J,J,J,J
D,J,J,J,J,J,D,D,J,J,J,J,J,J,J,J,J,J,J,D,J,J
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,H,I,I,I,I,I,J,J,J,J,J,J,J,J,J
G,H,H,H,G,G,G,F,F,F,F,G,G,G,G,G,F,F,F,G,F,F
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,J,J,J,J,J,J,J,J,J,J,C,J,J,J,J,J,C,C,J,J,J
B,J,I,I,I,I,I,I,I,J,I,I,I,I,J,J,A,J,A,A,A,J
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,I,I,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,F,F,F,F,F,F,F,F,F,F,F,F,J,J,J,F,J,J,J,J,J
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,F,F,F,F,F,F,F,F,I,F,F,F,F
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,H,H,H,H,H,H,H,H,J,H,H,H,H,H,J,H,H,H,H,J,J
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
E,J,J,H,J,J,H,J,J,J,H,H,H,H,H,J,H,H,J,J,J,J
F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
G,H,H,H,H,H,H,H,H,H,G,G,H,G,G,H,H,H,H,H,H,G
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,J,J,I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,I,J,I,I,I,I,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,J,J,I,J,I,I,I,I,I,I,I,I,I,I,I,I
C,E,H,E,E,E,H,E,H,E,H,E,E,E,E,E,E,E,E,E,E,E
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,J,J,I,J,J,J,I,J,J,J,J,I,J,J,J,J,J,J,J,J,J
F,I,I,I,I,I,I,I,I,I,E,E,E,E,I,E,E,E,E,E,E,E
G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,G,G
H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,J,I,I,I,I,I,I,I,I,H,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,F,F,F,F,H,H,H,H,H,H,H,H,H,F,H,H,H,F,F,F,H
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,I,I,J,J,J,J,J
D,J,J,F,J,J,D,J,J,J,J,J,D,D,D,D,D,D,D,D,D,D
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,J,J,I,I,I,I,E,J,I,E,E,E,E,E,E,E,E,E,E,E,E
G,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,H,H,H,H,H,H,H,H,J,J,J,H,H,H,H,H,H,H,H,H,H
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,G,G,G,G,G,G,G,G,G,I,G,G,G,I,G,G,I,I,I,G,G
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,J,I,I,I,I,I,I,I,D,I,I,I,I,I,I,I,I,I,I,I,I
E,H,H,I,H,I,H,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H
F,J,J,J,J,E,J,J,J,J,J,J,E,J,J,J,J,E,J,E,E,E
G,J,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,J,J,J,J,H,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H
I,J,J,I,I,I,I,I,I,J,J,J,J,J,J,I,H,H,H,I,I,H
J,J,G,J,J,J,J,J,J,J,J,J,G,J,G,G,G,J,G,G,G,E
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
C,G,A,G,A,G,G,G,G,G,A,A,A,A,A,A,A,A,A,A,A,A
D,J,J,J,J,J,J,J,J,J,H,J,J,J,H,H,H,H,H,H,H,H
E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,G,G,G,G,G,G,G,G,G,G,G,G,J,G,J,G,G,G,G,I,I
J,J,J,J,J,J,J,J,J,J,J,H,J,J,J,H,J,J,J,H,H,H
A,I,I,J,H,H,H,H,J,J,J,J,H,J,H,J,J,J,H,H,J,J
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,F,F,I,I,I
G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
H,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,F,F,F,J,J,F
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,J,I,I,I,J,J,J,J,J,I,J,I,I,I,I,I,I,I,I,I,I
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,F,H,H,G,G,G,G,G,G,G,G,F,F,F,F,F,F,F,F,F,F
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,F,F,I,I,I,I,I,I,I,F,I,F,I,I,I,I,F,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,G,G,G,G,G,G,G,G,G,D,D,D,D,D,D,D,D,D,D,D,D
E,I,I,I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
F,F,J,J,J,F,F,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,I,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,G,G,G,G,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,J,J,J,J,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H
B,H,H,H,H,H,H,H,H,H,H,I,H,I,H,H,I,H,I,I,I,H
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,F,H,F,H,J,J,F,F,F,J,J,F,J,J,J,J,J,J,J,J,J
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,G,G,I,I,I,I,G,G,G,I,I,G,G,G,J,G,J,G,G,G,G
G,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,J,I,I,I,I,J,J,J,I,I,I,J,I,J,J,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,I,I,I,I,I,I,I,J,I,I,I,I,J,J,J,J,I,I,J,I
B,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,J,J,J,J,J,J,J,J,J,J,C,J,J,J,J,J,J,J,J,J,J
D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
E,F,D,I,I,I,I,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
G,J,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H
B,A,A,A,J,A,A,A,A,A,J,J,J,J,J,J,J,J,A,A,A,A
C,H,J,A,A,I,I,I,I,J,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,I,I,I,I,I,J,J,I,I,I,I,I,I,J,I,I,I,J
E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,E,J,E,E,J,J
I,H,J,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,I,H,H
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
D,F,F,F,I,I,I,I,J,J,J,I,I,I,I,D,D,D,D,D,D,D
E,G,G,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,F,H,H,H,H,H,H,H,F,F,H,F,F,F,F,H,F,F,F,F,F
H,J,J,J,J,J,J,J,J,J,J,J,J,F,H,H,F,F,F,F,H,F
I,H,H,H,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,I,I,J,J,J
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,D,D,D,J,J,J,J,J,J,H,H,G,H,H,H,H,H,H,H,H,J
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,J,F,F,F
F,F,A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,D,I,I,I,D,I,I,J,D,D,D,D,D,D,D,D,D,D,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,G,J,H,H,J,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H
C,I,I,I,I,I,I,I,I,I,I,I,I,J,I,H,H,H,H,I,H,H
D,I,J,I,I,I,I,I,I,I,D,D,J,I,I,I,J,I,I,J,J,D
E,F,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,I,I,I,I,G,I,I,I,G,G,G,G,G,I,G,G,G,G,G,G,G
I,H,H,I,I,I,I,I,I,H,H,I,I,H,I,I,H,H,H,I,I,H
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,E,E,E,E,E,E,E,E,J,J,J,J,J,J,J,E,J,J,J,J,J
E,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E,E,I,I
G,J,I,E,I,I,E,E,E,E,E,I,E,I,E,E,I,E,E,E,I,I
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,F,I,I,I,I,I,F,F,I,I,I,I,F
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,E,E,H,H,H,H,I,I,H,H,I,I,I,I,I,I,I,I,I,I,I
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,J,J,J,J
D,G,J,J,J,J,J,J,J,J,J,D,J,J,D,D,J,J,D,D,D,J
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,J,I,J,J
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,J,J,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H
B,F,F,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,E,E,E,E,E,D,D,J,D,D,D,D,E,D,E,D,E,E,D,D,D
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,F,J,F,F,F,F,F,F,F,F,I,F,F,F,F,F,F,F,F,F,F
G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
H,H,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,J,I,I,I,I,J,I,I,I,I,I,J,I
A,D,H,H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,C,C,C,C,C,C,C
D,H,H,H,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,H
E,G,G,G,G,G,G,G,G,G,G,G,G,G,H,H,H,H,G,G,G,G
F,F,H,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,I,J,I,I,J,J,I,I,I,I,I,I,J,I,I,I,I,I,I
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,J,J,J,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,G,G,G,G,G,G,G,G,G,G,F,G,J,F,F,F,J,F,F,J,J
