bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,C,C,C,C,C,C,C,C,C,A,A,C,C,A,A,A,A,A,A
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,D,D,D,D,D,D,D,D,D,D,D,D,B,D,B,D,B,D,D
D,F,D,F,D,F,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
D,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,A
F,D,F,F,F,F,D,F,F,F,F,F,F,D,D,D,D,D,D,D,D,D
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C
I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,A,A,C,A,C,C,C,C,C
C,E,E,E,E,E,E,E,E,A,E,A,A,A,A,A,E,E,E,E,E,E
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,C,E,E,E,E,A,E,E,E,A,A,E,E,E,E,A,A,A,E,E,E
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,A,A,A,A,A,A,A,G,G,G,G,A,A,A,G,A,A,A,A,A,A
H,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,B,H
I,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,B,B,A,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,B
C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,A
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,E,E,E,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,A,E,A
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,A,G,G,G,G,G,G,G,G,A,A,G,A,G,G,G,G,G,A,A,G
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,B
C,I,B,B,B,B,B,B,B,B,B,A,A,A,A,B,A,B,B,B,B,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,E,E,E
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,F,H,F,H,H,H
I,E,I,I,I,I,E,E,E,E,I,J,J,J,J,J,J,J,J,J,J,I
J,D,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,D,A,A,D,A,A,D
B,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H
D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,A,F,F,F,F,F,F,F,F,A,A,F,A,A,A,A,A,A,A,F,A
G,D,G,G,G,D,D,G,G,G,G,G,G,G,A,A,A,A,A,A,A,A
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,I,I,I,I,I,I,I
J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
B,D,D,D,D,D,D,D,A,D,A,A,A,A,A,A,A,A,A,A,A,A
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,G,C,C,C,C,C,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D
E,I,I,I,I,I,I,F,F,I,I,I,I,I,I,I,I,I,G,G,G,G
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,A,G,G,G,G,G,G,G,G,G,G,G,G,G,A,G,A,G,G,G,G
H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,C
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,J,G,G,G
A,A,A,A,B,B,B,B,A,B,A,A,A,B,B,B,A,C,A,B,B,B
B,I,I,I,I,I,I,I,I,I,B,I,I,B,I,I,I,I,B,B,B,I
C,J,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,F,F,F,D,D,A,A,D,A,A,D,D,D,D,D,D,D,D,D,D,D
E,J,J,J,J,J,C,C,J,J,J,J,J,C,J,C,C,J,J,J,C,C
F,C,F,F,A,A,A,A,A,C,A,C,A,A,A,C,C,A,A,C,A,A
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,E,C,E,E,C,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,A,E,E,E,E,E,E,E,F,E,E,E,E,A,E,E,E,A,E,F,F
F,B,F,B,B,B,B,B,B,B,F,B,F,B,B,B,B,B,B,B,B,B
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,E,E,E,A,A,A,A,A,H,A,A,A,A,A,A,A,A,A,A,A,A
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
J,F,F,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,E,E,B,B,B,B,B,B,B,B,E,E,E,E,E,E,E,E,E,E
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,I,F,F,F,A,F,F,D,A,A,A,A,I,I,I,I,I,I,I,I,I
D,E,D,D,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A,A,E,E,A,E,A
F,A,I,I,A,A,I,A,A,A,A,A,A,A,A,A,F,A,A,A,F,F
G,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H
H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,D,D,J,J
A,H,H,H,H,B,H,B,B,B,B,B,B,B,B,H,H,B,B,H,H,H
B,A,B,B,B,A,A,A,A,A,E,A,A,A,A,A,A,E,A,E,A,A
C,E,E,F,F,F,F,F,E,E,F,F,F,F,F,F,F,F,F,F,F,F
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,C
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,E,E,E,E,E,E
F,E,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,G,G,G,G,G,G
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,A,B,A,A,B,B,B,B,B,B,B,B,B,B,D,A,D,A,A
B,E,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
D,F,D,E,E,E,E,E,E,E,E,E,E,E,E,A,D,A,A,A,A,D
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,J,A,A,A,A
H,A,A,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,D
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G
D,F,D,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,D,D,F,D,D,D,D,D,D,A,A,D,D,D,F,F,F,F,F,F,F
G,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,F,H,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,D,I,I,I,I,D,D,I,D,D,D,D,D,D,D,D,D,D,D,I,I
J,A,J,J,J,J,J,J,J,J,J,A,A,A,A,J,A,A,A,A,A,A
A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,A,D,D,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,B,B,B,B,B,B,B,B,A,E,E,E,B,E,A,A,B,A,B,E,B
F,G,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
G,F,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,D,B,D,D,D
J,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,A,A,A,A,A,A,A,A,A,A,A,C,C,A,C,C,C,C,C,C,C
D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,H,H,H,A,A,H,A,H,A,A,A,A,A,H,H,H,H,A,H,H,H
D,J,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,I,E,E,E,E,E,E,A,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,H,H,H,A,A,A,A,A,A,A,A,A,A,F,F,F,F,F,F,F
G,A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,B,B,B,B,B,B,C,B,B,A,A,B,B,B,B,B,B,B,B,B
C,A,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,H,D,D,D,E,E,E,E,E,E,I,D,I,E,E,I,I,I,I,I,I
E,I,I,I,I,E,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,E,E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,C,C,C,C,C,C,C,C,C,C,H,C,H,C,H,H,C,C,C,C,C
A,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,I,D,I,I,I,A,I,I,A,D,D,D,D,I,D,I,I,I,I,I,D
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,D,D,D,D,F,F,D,D,D,F,D,F,F,F,F,F,F,F,F,F,F
G,A,G,A,A,A,A,A,G,A,A,A,A,A,A,A,A,A,A,A,A,A
H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,J,I,I,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,E,E,E,A,A,A,A,E,A,A,E,E,A,A,A,A,A
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,B,E,B,B,B,B,B,B,B,E,E,E,E,E,E,E,E,E,E,F,B
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,G,G,G,G,A,A,A,G,G,G,G,G,G,A,A,A,A,A,A,A
H,C,C,C,C,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,A,I,I,I,A,A,A,A,A,A,A,A,A,A,I,I,A,A,A,I
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,G,G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C
D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,E,A,A,A,A,A
E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
F,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,A,A,A,A,A
