bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
A,I,I,A,A,A,A,A,A,A,A,A,A,A,A,A,I,A,A,I,I,A
B,I,E,E,D,I,I,E,C,C,C,C,A,A,C,I,I,I,I,I,I,I
C,I,I,I,C,I,C,C,I,C,C,I,C,A,A,A,A,A,A,I,A,A
D,I,D,D,D,D,D,D,D,D,D,D,I,I,I,I,D,I,D,I,I,I
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,I,I,F,I,I,I
G,I,A,I,I,I,G,I,I,G,G,G,I,I,I,I,I,I,I,I,I,I
H,I,I,H,H,H,H,H,H,H,H,H,H,H,I,I,I,H,I,I,I,I
I,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H
B,I,B,B,B,B,B,B,B,B,B,B,B,B,I,I,B,B,B,B,B,I
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,I,C,I,I,I,I,I
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,D,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,I
H,I,I,H,H,H,H,I,H,H,H,H,H,H,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,E,A,E,A,E,I,I,A,I,I,A,I,I,I,I,I,I,I,I,I
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,C,I,I,C,C,I,C,I,C,I,C,I,I,I,I,I,I,I,I,I
D,I,I,I,D,D,D,D,D,I,D,D,D,D,I,I,I,I,I,I,I,I
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,I
F,I,E,I,I,E,E,I,I,I,E,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,G,I,I,G,G,I,I,I,I,I,I,I,I,I,I,I,I
H,J,I,H,H,H,H,H,H,I,H,H,H,I,I,I,I,I,I,I,I,I
I,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,F,J,J,J,J,J,J,J,J,I,J,J,J,J,I,J,I,J,I,J
A,I,I,I,I,I,I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,B,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,I,I
D,I,D,D,D,D,D,D,D,D,D,D,D,D,I,I,I,I,I,I,I,I
E,I,I,I,I,E,I,E,I,E,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,I,G,I
H,E,I,I,D,D,D,H,H,H,I,I,D,I,D,I,I,I,D,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,I,I,C,I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,D,I,D,D,D,D,D,D,D,D,D,D,I,D,D,D,D,I,I,D,D
E,C,C,C,E,I,E,I,I,E,E,I,I,E,I,I,C,I,I,I,I,I
F,G,G,I,I,I,F,F,F,F,I,I,I,I,I,I,I,I,I,I,I,I
G,J,J,G,G,G,G,G,G,G,G,G,G,I,I,G,I,G,I,I,I,I
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,C,C
B,I,I,I,I,I,C,C,C,I,I,I,I,I,I,C,I,C,C,I,I,I
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,H,I,D,I,D,D,D,D,D,D,D,I,I,I,I,I,I,I,I,I,I
E,G,F,G,G,G,G,G,G,G,G,G,G,G,G,G,I,I,I,G,I,G
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,I,I,G
H,I,I,I,I,I,I,H,H,I,I,I,H,I,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,F,I,F,F,F,I,I,I,I,A,I,I,I,I,I,I,I,I,I,I,I
B,H,H,H,H,H,H,H,H,I,H,I,I,I,I,I,I,I,I,I,I,I
C,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,I,D,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,I,I,E,E,E,E,E,E,E,E,E,E,E,E,I,E,E,E,I,I,I
F,I,I,F,F,F,F,F,F,F,I,I,I,F,I,F,F,I,I,I,I,I
G,D,D,D,G,G,G,G,G,G,G,G,G,G,G,I,G,G,G,I,I,I
H,I,I,I,I,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I
I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,I,I,I
C,I,I,I,I,C,I,I,C,C,I,I,I,I,I,I,I,I,I,I,I,I
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,I,E,E,E,I,E,E,E,E,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,F,F,I,A,A,J,J,J,J,J,J,J,I,J,A,I,I,I,I,I
A,C,C,C,C,I,C,I,C,I,I,C,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,B,B,B,I,I,I,I,I,I,I,I,I,I,I,I
C,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,F,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,I,H,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,H,H,D,A,A,I,A,I,A,A,I,I,I,I,I,B,B,I,I,B,B
B,F,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,I,I,I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,I,I,I,I,I
E,D,D,D,I,I,I,E,E,E,E,I,I,I,E,I,I,E,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,J,I,J,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,I,I,I,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,G,G,I,I,E,E,G,A,A,E,A,E,A,I,A,A,A,I,I,I,I
F,I,I,I,F,I,I,F,F,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,E,C,C,C,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,I,D,I,I,D,I,I,I,I,I,I,I,I,D,I,I,I,I
E,G,I,E,E,E,E,E,E,E,E,E,E,E,E,E,I,E,I,I,E,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,G,I,I,I
H,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,I,A,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,I,C,C,I,I,C,C,I,I,I,I,C,I,I,I,I,I,I,I
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,I,I,F,I,I
G,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,D,D,D,I,I,I,D,I,I,I,D,I,I,I,I,I,I,I,I,I,I
I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,A,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,I,A
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,I,I,C,C,C,C,I,I,I,I,I,I,C,I,I,I,I,I,I
D,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,C,C,B,C,B,A,B,B,B,B,I,B,I,I,B,I,B,B,I,I,I
B,I,I,I,I,I,I,I,I,B,I,I,I,I,I,I,I,I,I,I,I,I
C,D,D,I,D,C,D,D,D,C,D,D,D,D,D,D,I,I,D,D,D,I
D,A,A,I,A,I,I,I,I,A,A,I,I,I,I,I,I,I,I,I,I,I
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,F,F,F,F,F,F,J,F,F,I,I,I,F,I,I,I,I,F,I,I
A,I,I,F,A,A,I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,D,D,D,D,D,D,D,D,D,I,I,I,I,I,I,I,I,I
E,C,C,E,E,E,E,E,E,E,E,E,E,I,C,I,C,I,I,I,I,I
F,I,I,D,I,I,I,I,F,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,C,A,A,A,I,I,I,A,A,I,I,I,A,A,I,A,I,I,I,I
B,I,I,I,I,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,A,I
C,C,I,I,I,I,C,C,C,C,C,I,C,C,C,C,C,I,C,C,I,I
D,I,I,I,D,D,D,D,D,D,D,I,I,I,I,I,D,I,I,I,I,I
E,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,B,G,G,G,G,G,G,G,G,G,G,G,I,G,I,I,I,I,I,I
H,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,F,F,F,I,I,I,I,F,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,I,C,I,C,C,C,C,C,C,C,I,I,C,C,C,I,I,I,C
D,I,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,I,D
E,C,C,C,C,E,C,C,C,I,I,E,E,E,C,C,C,I,I,I,I,C
F,I,I,I,I,I,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,G,I,I,I,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,D,I,I,I,I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,A,I,I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,I,A
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,H,H,D,D,D,D,D,D,D,D,D,D,D,D,D,I,I,I,I,D,I
E,I,E,I,E,I,E,E,E,I,E,I,I,E,E,E,I,I,I,I,I,I
F,D,D,D,F,F,D,F,F,F,D,D,I,D,D,D,D,I,I,I,I,D
G,C,C,C,C,I,I,I,C,I,C,I,I,I,I,I,I,I,I,I,I,I
H,D,I,D,D,I,D,D,D,D,D,I,D,I,I,I,I,I,I,I,I,I
I,F,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,C,C,C,C,C,C,C,C,I,C,C,C,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,I,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,I,F,F,I
G,I,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,I,G,I,I
H,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,D,D,D,D,D,D,D,I,I,I,I,I,D,I,I,I,I,I,I
A,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,I,I,I,I,B,B,B,B,B,I,B,I,I,I,I,I,I,I,I,I,I
C,I,I,I,I,C,C,C,I,C,I,C,C,C,C,I,I,C,I,I,I,I
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,E,E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I
H,E,E,H,E,I,I,H,I,I,I,I,I,I,I,E,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,B,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,I,I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,G,G,G,G,E,E,E,E,E,E,E,E,E,E,E,E,G,I,I,E,I
F,G,G,I,F,F,F,F,F,F,F,F,I,I,I,I,I,I,I,I,I,I
G,I,I,I,G,G,G,G,G,G,I,G,G,I,I,I,I,I,I,I,I,I
H,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,H,H,H,I,H
I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,J,J,I,I,J,J,J,J,J,J,I,I,I,I,I,I,I,I
A,F,F,F,A,A,A,A,A,A,A,A,A,A,I,A,I,I,A,A,A,A
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,I,D,D,D,I,I,D,D,I,I,I,I,I,I,I,I,I,I
E,I,I,E,E,E,E,E,E,E,E,E,E,E,I,I,E,I,I,I,I,I
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,E,I,I,I,I,I,I,I,I,G,I,I,I,I,I,I,I,I,I,I,I
H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,E,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,E,I,I,I,I
J,I,I,I,I,I,I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,C,I,I,I,I,I,C,I,C,I,I,I,I,I,I,I,I,I,I,I,I
B,I,C,C,C,I,I,I,C,I,I,I,I,I,I,A,I,I,I,I,I,I
C,I,I,C,C,C,C,C,C,I,I,C,I,I,I,I,I,I,C,I,I,I
D,I,I,I,I,I,I,I,D,D,I,D,D,I,I,I,I,I,I,I,I,I
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,B,I,I,F,F,F,F,F,F,F,F,F,F,F,F,I,I,I,I,I,I
G,I,I,G,I,I,G,G,G,G,G,G,I,I,I,I,I,I,I,I,I,I
H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,C,C,C,C,C,C,C,C,I,C,C,C,C,C,I,C,C,I,C
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,H,A,A,A,A,B,A,A,B,A,A,A,A,A,A,I,A,A,A,A,A
C,F,I,I,I,I,I,I,C,C,I,I,C,C,I,I,I,I,I,I,I,I
D,C,C,I,I,I,D,D,D,D,D,D,D,C,I,I,I,I,I,I,I,I
E,G,G,G,G,E,E,E,E,E,E,E,E,I,E,I,I,I,I,I,I,I
F,I,I,I,I,I,E,I,I,E,I,I,I,I,I,I,I,I,I,I,I,I
G,I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,I,H,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,D,I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,A,A,A,I,I,I
C,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,I,I,I,E,E,E,I,I,I,I,E,I,I,I,I,I,I,I,I,I,I
F,E,E,E,E,E,I,E,E,I,I,E,I,I,I,I,I,I,I,I,I,I
G,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,G,I
H,I,I,I,I,I,I,I,I,H,I,I,I,I,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,F,A,C,C,C,C,C,C,C,C,C,C,A,I,A,A,A,A,I,I,A
D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,I,E,I,I,I
E,G,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,I,I,I,I,I
F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,I,I,I
G,F,F,F,F,F,I,G,F,I,F,F,F,I,I,I,I,I,I,I,I,I
H,I,H,I,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,F,F,F,F,F,F,F,F,F,I,A,I,A,I,A,A,A,I,A,A,A
C,I,I,I,I,C,I,I,I,I,C,I,I,I,I,I,I,I,I,I,I,I
D,H,H,H,H,H,H,H,H,D,H,H,H,D,H,H,H,H,H,H,H,H
E,H,H,H,H,H,E,H,H,E,H,H,H,H,E,H,H,E,H,H,H,H
F,I,I,H,I,F,F,F,F,F,F,I,I,I,I,I,I,I,I,I,I,I
