bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
E,A,F,A,A,A,A,A,A,A,A,A,E,A,A,A,E,E,E,E,E,E
F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H
C,F,F,F,F,F,F,F,F,F,F,F,F,C,F,F,F,F,F,F,F,F
D,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,E,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,H,H
I,G,G,G,I,I,I,I,I,G,I,I,I,G,I,G,I,I,I,I,G,G
J,A,A,A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,H,A,H,B,B,H,B,B,H,H,B,H,H,H,B,B,H,B,B,H
B,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B
C,G,G,G,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,F,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,C,C,C,C,C,G,C,C,C,G,C,C,G,C,G,C,G,C,G,C
H,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,I,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
C,G,G,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
B,E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
C,I,I,I,I,I,I,I,I,I,I,B,B,B,B,I,I,I,I,I,I,B
D,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,G,F,G,F
G,E,E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,J,J,G,G,G,G,G,G,G,A,G,G,A,A,A,A,A,A,G,G,C
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,C,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,H,H,H,I,I,I,I,I,H,I,I,I,I,I,I,I,I,G,I,I,I
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,G,G,G,G,G,G
J,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,G,G,B,B,B,B,B,B,B,B,B,G,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,C,E,E,E,C,C,C,C,C,C,C,C,C
C,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,G,G,G,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,G,G,G,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,G,D,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
G,E,E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,G,G,G,J,J,J,J,J,G,G,G,G,J,J,G,G,G,G,G
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
G,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,D,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,G,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,C,C,C,C,C,C,C,D,C,D,D,D,C,C,D,D
E,D,D,D,D,D,D,D,E,D,D,D,E,E,E,E,D,D,D,D,D,D
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,J,J,J,J,J,J,J,J,G,G,G,G,G,G,G,G,G,G,G,G
I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,E,E,E,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,J,J,J,J,J,J,C,J,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,E,E
D,C,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,J,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,J,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,C,C,C,C,C,C,C,B,C,B,C,C,B,B,C,C,C,C,C,C,A
C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,G
E,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,I,I,I,E,I,I,I,I,E,E,I,I,I,E
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,B,B,B,B,H,H,H,H,H,H,H,H,B,H,H,B,B,H,H,H,B
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,F,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,G,G,G,G,B,B,B,B,B,G,B,D,B,B,B,B,B,B,B
B,E,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A
C,G,G,G,G,G,G,F,C,C,G,G,G,G,G,F,F,C,C,C,C,C
D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
E,F,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,B,B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,G,G,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,B,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
B,J,J,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,J,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,G,G,G,G,H,H,H,H,H,H,G,H,H,G,G,G,G,G,H,G
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,G,G,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,A,A,A,A,A,A,D,D,D,D,D,D,A,D,D,D,D,D,D,D,D
E,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,D,C,D,E,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,A,A,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B
B,G,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,H,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
F,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,D,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,G,C,C,C,C,C,C,B,C,B,B,B,B,B,B,B,B,B,B,B,B
C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,C,C,C,C
D,H,H,H,H,H,H,H,D,H,H,H,H,D,H,D,H,H,H,H,H,H
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,F,J
G,A,A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,G,G,G,G,G,H,H,H,H,H,H,H,H,H,G,G,G,H,G,G
I,D,J,J,J,J,I,I,J,J,I,I,J,I,I,I,J,J,J,I,J,I
J,E,E,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,F,F,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B
C,G,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,G,C,C,G,C,C,G,C,C,C,G,C,C,C,C,C,G,C,C
E,H,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
I,G,G,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H
B,D,I,C,C,I,C,C,C,C,D,D,C,C,C,C,C,C,C,C,C,C
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,E,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,A,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
D,I,I,I,I,I,I,I,I,D,D,D,D,D,I,I,I,I,I,D,D,I
E,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,F,F,F,G,G,G,G,G,G,G,G,G,G,F,G,F,G,F,F,F
H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
C,J,J,J,J,J,J,J,J,J,J,J,C,J,J,J,J,C,C,J,J,J
D,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,H,F,F,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,B,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,H,C,D,D,D,D,D
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,H,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,J,H,H,J,J
I,A,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,F,F,F,F,F,J,F,J,F,F,F,F,F,F,F,J,J,J,J
B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,I,I,I,I,I,I,I,I,I,C,C,C,C,C,C,C,C,C,C,C,C
D,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,C,C,C,E,E,E,E,E,E,E,E,E,E,C,E,E,C,C,C,C
F,G,G,G,G,G,G,G,G,F,F,G,F,F,F,F,F,F,F,F,F,F
G,I,I,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,A,A,A,A,D,D
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,G,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,J,J,J,J,F,J,J,J,J,J,C,J,J,J,J,J,J,J
G,C,C,C,C,C,G,G,G,G,G,G,G,G,G,G,G,G,C,G,G,G
H,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,E,E,E,E,E,E,C,E,E,C,E,E,C,C,C,C,C,C,C
D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
F,J,J,J,F,F,F,F,F,F,F,F,F,F,F,J,J,F,J,F,F,J
G,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,D,D,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,G,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,B,B,B
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,F,F,F,F,F,F,F,F,F,F,F,F,F,E,F,E,F,E,F,E,E
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,I,I,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,G,G,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B
B,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,G,E,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,G,G,G,G,G,G,C,D,D,D,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,E,E,A,E,E,E,E,E,E,A,A,E,F,F,F,F,E,F,F
