bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,A,A,A,A,A,J,A,J,G,A,A,G,G,A,G,A,A,A,A,A
H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,B,I,J,I,I,I,I,I,I,I,I,I,J,I,I,I,I,I,I,I,I
J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,C,C,I,I,C,E,E,E,B,B,B,E,E,B,E,B,B,E,B,B
F,C,C,C,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,A,G,A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,F,F,F,F,I,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,F,F,F,F,F,F,F,F,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,A,A,A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,B,B,C,C,C,B
B,E,E,E,E,E,E,E,E,E,E,E,B,B,B,B,B,B,A,B,B,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,J,A,J,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,A,A,A,A,A,I,I,I,I,A,A,I,I,I,A,I,I,I,I,I,I
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C
D,G,G,G,G,E,E,G,G,E,E,E,A,E,E,E,E,E,E,E,E,E
E,F,F,F,F,F,F,F,G,F,G,G,F,F,F,F,F,F,F,F,G,G
F,C,G,G,G,G,G,G,G,G,G,G,G,G,F,G,G,G,G,G,G,G
G,F,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,B,H,B,H,H,H,H,H,H,H,J,J,H,H,H,H,J,J,H,H,H
I,C,C,C,C,G,G,G,J,J,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,C,C,C,C,C,C,C,J,J,J,J,J,J,J,J,J,J,J,J
A,D,G,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,A,C,C,A,C,C,A,A,A,C,A,A,C
C,C,D,D,D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,C,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,C,C,C,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C
F,C,C,C,C,C,C,C,F,F,F,F,F,C,F,F,F,F,F,F,F,F
G,C,C,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,H,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,A,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,C,C,C,D,C,D,D,D,D,D,D,C,C,D,D,C
E,C,A,A,A,A,A,E,E,A,A,A,E,E,A,A,C,A,A,E,E,E
F,F,G,G,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,I,H,I,I,I,H,H,H,H,H,H,H,H,I,H,I,I,I,I,I,I
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,H
J,C,C,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,F,H,E,H,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,C,C,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,C,C,C,J,J,J,J,J,J,J,J,J,J,J,J,C,J,J,J,J
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,B,C,C,C
B,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,H,H,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,F,G,F,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,G,G,G,C,G,E,A,E,A,A,F,F,A,E,A,F,A,C,E
G,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,I
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,G,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A
D,G,G,G,E,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,C,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,E,F,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,I,E,E,E
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,J,J,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,H,H,H,H,H,H,H,H,F,H,F,F,F,F,A,F,A,F,A,A
G,C,C,C,C,C,C,G,G,G,G,G,G,G,G,C,G,C,C,G,G,C
H,G,G,G,G,G,H,H,H,G,H,H,H,H,G,G,G,G,G,G,G,G
I,F,F,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,G,G,G,G,G,G,G,G,G,A,G,G,G,C,C,C,C,C,C,C,C
D,E,D,E,E,D,D,D,E,C,D,C,D,E,D,D,D,D,D,D,D,D
E,G,B,F,F,F,F,F,F,F,E,E,E,E,E,E,E,F,E,E,E,E
F,C,C,C,C,C,F,F,F,F,F,C,F,C,C,F,C,C,C,C,C,C
G,B,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,C,C,C,C,C,C,H,C,C,H,H,C,H,H,H,C
I,H,H,H,H,H,H,H,I,H,H,H,I,I,H,H,H,H,H,H,H,H
J,D,C,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,G,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
I,G,G,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,G,G,G,G,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,B,G,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,C,C,C,C,C,E,E,E,E,C,E,E,E,E,E,E,E,E,E,E
F,C,C,G,G,G,G,G,G,F,F,F,C,C,C,F,C,C,C,C,C,C
G,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,H,H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,C,C,I,I,I,I,I,I,I,I,I,I,A,A,A,I,I,I,I,I
J,C,C,C,C,C,J,J,J,J,J,J,J,J,J,C,C,J,J,J,C,C
A,G,G,G,G,G,G,G,B,G,B,B,B,B,B,B,B,B,B,C,B,B
B,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,C,B
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,C,C,C,C,C,C,C,J,C,C,J,J,C,C,J,E,E,E
F,F,F,D,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,G,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,B,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,I,I,I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,A,A,A,A,A,G,A,A,A,A,A,A,A,A,G,A,G,A,A,A
H,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,B,B,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,I,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,E,E,E,C,D,C,C,D,D,D,C,D,D,D,C,C,D,D,C
E,C,C,C,C,C,C,C,C,C,C,E,C,C,E,C,C,C,E,C,C,C
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,E,E,E,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,E,I,J,J,J,I,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,H,H,H,C,C,C,C,H,H,C,C,H,H,C,C,H,H,H,C
C,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,G,G,G,G,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D
E,F,F,F,F,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,G,J,J,J,J,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H
I,C,C,C,C,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,C,C,C,B
B,F,F,C,C,C,C,C,C,C,C,C,A,C,B,B,B,B,B,B,B,B
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A
D,C,C,C,C,C,E,E,E,E,E,C,C,D,E,E,C,E,E,E,E,E
E,J,J,F,F,F,F,E,E,E,E,E,E,F,E,E,E,E,E,E,E,J
F,J,J,J,E,E,F,E,F,F,F,F,F,E,F,A,F,A,F,F,A,A
G,A,A,A,A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,I,I,H,I,I,I,H,H,I,I,I,H,I,H,H,H,I,H,H,H
I,G,G,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,C,B
C,F,F,F,F,F,F,H,F,D,D,D,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,I,I,I,I,I,I,I,I,I,C,I,C,I,C,I,I,C,C,C,C,C
F,D,D,D,D,D,D,D,D,D,D,F,F,D,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,E,E,I,I,I,J,I,I,J,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C
C,G,G,G,G,G,G,D,D,G,G,G,A,D,C,D,A,G,C,C,C,A
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,C,I,H,C,H,H,H,H,H,H,H,H,H,H,H,H
I,G,I,I,I,I,I,I,J,J,I,I,I,I,I,I,I,I,I,I,J,I
J,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,C,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,F,F,G,G,G,H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,G
I,F,F,F,F,I,F,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,A,C,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,G,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,A,A,A,A,A,C,G,G,C,C,G,G,G,C,G,G,G,G,C,C,G
E,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,C,C,C,C,G,C,C,C,G,C,C,C,G,G,G,G,G,G,G,C
H,C,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,C,E,E,C,E,E,E,C,E
D,F,F,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,B,F,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,C,J,C,C,C,I,C,I,J,C,C,C,C,C,I,C,C,I,I,I
J,C,C,C,C,C,C,C,C,C,C,C,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,C,C,B,B,C,C,C,C,C,B,B,B,B,B,B,B,B
B,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B
C,D,D,D,D,D,G,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C,C,D,C,C
E,F,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,C,G,C,C,C,G,C,G,C,C,G,G,C,C,C,G,C,G,G
G,H,H,H,H,H,H,G,H,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,H,I,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,C,J,J,J,I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D
B,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D
E,F,F,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,C,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,G,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A
E,I,H,H,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,C,J,J,G,C,C
G,C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,I,I,I,H,I,H,H,I,H,H,H,H,H,H,H,H,H,H
I,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,A,A,C,A,A
D,C,F,F,F,F,F,F,F,F,F,F,C,C,C,C,C,C,C,C,C,C
E,G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
