bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,I,F,F,I,I,I,I,F,F,I,I,A,I,I,I,I,I,I,I,I,I
C,I,J,J,I,I,I,I,I,I,C,C,I,I,I,I,I,I,I,I,I,I
D,H,H,H,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
E,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,J,H,B,E
F,F,E,I,I,I,D,I,D,I,J,J,D,D,D,J,D,D,D,D,D,D
G,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G
H,G,I,I,I,I,I,I,I,I,G,G,G,G,G,G,G,G,G,G,G,G
I,F,F,I,I,I,I,I,I,I,I,F,I,I,F,H,F,H,I,H,H,H
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,F,J,J,J,J,E,E,E,E,J,J,J,J,J,J,J,J,J,J,J,J
E,I,H,H,H,H,H,I,I,I,H,I,H,H,I,I,I,I,H,I,I,I
F,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,I,I,I,I,G,G,G,G,G,G,G,G,G,G,I,I,G,G,G,G,G
H,I,I,I,I,I,I,I,I,I,H,H,I,I,I,I,I,I,I,H,H,I
I,H,H,I,I,I,I,I,H,I,I,I,I,I,I,I,H,H,H,H,H,H
J,I,J,B,J,J,B,J,B,B,J,J,B,J,B,B,B,B,B,B,J,J
A,J,G,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,G,G,G,H,G,G,G,G,H,H,H,H,H,H,H,H,H,H,H,H,H
C,C,D,D,D,J,J,J,I,J,J,J,J,J,J,J,I,J,I,J,I,I
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,E,G,H,G,E,E,E,E,E,E,E,E,E,E,E,E,J,J,E,E,E
F,G,G,G,G,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
G,J,H,H,I,H,H,I,I,H,I,I,H,I,I,H,I,I,I,I,I,I
H,H,G,G,G,H,H,G,G,H,H,H,G,H,H,G,G,G,G,H,H,G
I,I,I,I,I,I,I,I,I,H,H,I,I,H,I,I,H,H,H,I,H,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,A,H,H,H,B,B,H,H,H,B,B,B,H,B,B,B,B,B,B,B
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
C,C,B,B,A,A,A,B,I,I,I,B,I,B,I,I,I,B,A,A,A,I
D,H,H,J,J,J,J,J,H,J,J,J,J,J,J,J,J,H,H,H,H,H
E,I,I,I,I,I,I,I,F,F,F,F,F,F,F,F,F,F,F,I,F,F
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,J,J,G,G,G,G,G,J,J,F,J,J,J,F,J,J,J,F,F,J,F
H,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,J,I,H,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,F,F,F,F,F,F,F,F,F,F,J,B,F,F,F,B,F,B,B
B,J,I,J,J,I,I,I,J,J,I,J,I,I,I,I,I,I,I,I,I,I
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,F,E,F,F,E,F,F,F,F,F,F,F,J,F,F,F,F,J,F,F,F
E,J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,F,E,E,E,I,E,E,E,I,E,E,E,E,E,E,E,J,I,J,J,J
G,C,H,H,H,H,G,C,H,I,G,G,F,F,F,F,F,F,F,F,F,F
H,D,D,D,D,D,D,D,D,D,D,D,H,H,D,D,D,D,D,D,D,D
I,H,I,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H,H,H,I,H
J,C,C,J,J,C,J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,E,E,E,E,G,G,G,G,G,G,G,E,E,G,E,E,E,E,E,E,A
D,F,F,F,I,I,I,I,I,I,F,F,E,D,D,F,F,F,F,F,I,D
E,E,E,E,E,E,E,H,J,J,H,J,J,J,J,J,J,J,J,J,J,J
F,E,E,E,J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,I,I,I,I,I,I,I,I,I,I,F,F,F,I,F,F,F,F,F,F,F
H,I,F,F,F,F,H,H,H,F,H,F,F,F,F,F,F,F,F,F,H,F
I,J,J,J,J,J,I,I,I,J,J,I,I,I,I,J,I,I,J,J,I,J
J,E,J,J,J,E,E,E,E,E,E,E,E,E,E,E,E,E,I,A,E,E
A,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H
B,I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,H,H,H,H,H,H,A,C,C,H,H,H,C,H,G,H,H,H,H,H,H
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
G,F,F,F,F,F,F,F,F,J,F,F,F,F,F,F,J,J,F,F,F,F
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,J,J,J,J,E,E,J,I,E,J,J,E,A,A
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,J,J,J,J,J,J,J,J,J,J,E,J,J,J,J,J,E,J,J,J,J
F,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E,I,I,I
G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,D,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,H,D,J,E,J,D,D,D,E,E,H,D,D,H,H,H,D,H,H,H,D
B,J,J,I,J,I,J,G,G,J,J,J,J,J,J,I,J,J,J,J,J,J
C,I,I,H,I,H,H,H,H,H,H,H,H,H,I,C,C,C,I,C,I,I
D,F,I,I,I,I,I,F,I,F,F,I,I,I,I,I,I,I,I,I,I,I
E,I,I,H,I,I,I,I,I,I,I,I,I,E,E,I,J,J,J,J,J,J
F,D,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,I,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,I,I,I,I,I,I,I,I,I,F,I,I,I,I,F,G,G,I,I
J,I,I,I,I,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,H,H,H,H,H,J,H,J,H,H,H,H,H,H,H,H,H,H,H,J
C,E,E,I,I,I,I,I,E,I,I,I,I,I,I,I,I,I,I,I,I,I
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,E,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,B,J,J,J,J,J,J,J,J,J,J,J,J,B,J,J,J,J,B,J,B
G,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,H,C,D,J,D,I,H,C,C,C,C,C,H,H,H,H,H,H,H,H,H
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,G,G,J,J,J,J,J,J,J,G,J,J,J,J,J,J,J,J,J,J,J
B,I,I,I,I,F,F,F,F,F,F,F,F,F,F,F,I,F,F,C,C,F
C,I,I,I,I,H,I,I,A,H,G,G,I,G,I,I,I,I,I,A,A,I
D,I,H,I,H,F,F,H,F,H,H,H,I,H,I,I,I,I,I,I,I,I
E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,E,E,J,J,J,E,J,J,J,E,J,J,J,J,E,E,E,J,E,E,E
G,G,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,E,J,J,J,J
I,D,D,I,I,I,I,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,I,H,H,H,H,H,H,H,H,H,H,H,I,H,H,H,H,I,H,H,H
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,H,H,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
D,H,H,H,J,H,H,H,D,H,D,D,D,D,D,D,D,D,H,D,H,H
E,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,G,G,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
G,J,J,J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,F,F,F,I,I,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,I,I,I,I,I,I,I,I,I,I,E,E,E,I,E,E,I,I,E,E,E
A,E,E,E,I,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
C,B,J,J,J,H,H,H,H,H,H,H,H,H,H,B,B,J,J,J,H,H
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,J,J,J,J,J,E,I,I,E,E,E,J,E,E,I,E,I,I,I,J,I
F,H,H,H,H,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,I,I,I,I,I,I,I,I,I,J,I,E,A,E,E,E,A,A,A,E,E
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,J,J,J,H,B,H,J,H,B,J,H,J,J,B,J,B,B,H,H,H,H
B,E,E,H,I,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,I
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,I,F,F,F,F,F,F,F,I,F,F,F,F,F,I,I,I,I,I,A,A
F,I,D,D,D,D,D,D,D,D,D,F,F,F,F,F,F,F,F,F,F,F
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,C,C,C,I,C,C,C,C,C,C,C,C,C,C,C,C,I,C,I,I,I
I,I,H,I,I,I,I,H,H,H,H,H,H,H,H,H,H,H,H,I,I,H
J,I,I,I,I,I,I,I,I,I,I,I,I,I,F,F,F,F,F,F,F,F
A,I,I,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
D,J,J,J,J,J,J,J,J,D,D,J,J,J,J,J,H,J,J,J,J,H
E,E,F,F,F,F,E,E,E,J,E,B,B,B,E,B,E,E,B,B,B,B
F,H,H,J,J,J,J,J,J,J,J,J,D,D,D,J,J,D,D,D,D,J
G,H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,G,G,G,G,G,G
H,I,I,I,I,I,I,I,I,I,I,I,I,I,H,I,I,I,I,I,I,H
I,F,F,I,I,I,I,I,I,I,I,F,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,C,J,J,C,C,C,J,J,J,J,J,J,J,J
A,I,I,I,I,I,J,J,F,F,J,J,I,I,J,H,J,I,I,H,H,H
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I
D,E,E,E,E,E,D,C,E,D,D,E,D,D,D,D,D,C,D,D,D,C
E,D,D,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,J,J,J,J,J,J,J,C,J,J,C,J,J,J,J,J,C,C,C,C,C
G,A,A,A,A,A,A,A,A,A,A,J,J,J,I,A,I,I,I,A,A,A
H,E,E,E,E,A,A,E,E,E,F,F,F,F,F,F,F,F,F,A,A,A
I,B,J,J,J,J,J,J,J,J,J,B,J,B,B,A,J,B,B,B,J,J
J,H,J,J,J,H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,H,H,H,C,I,C,I,C,C,C,I,I,I,I,C,H,H,C,C,C,I
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
E,J,J,J,J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
F,F,C,C,C,F,F,F,F,F,F,J,F,J,J,J,J,J,J,J,J,F
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,H,J,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,I,I,I
J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,G,G,G,G,I,G,G,I,I,F,F,A,A,A,A,I
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
D,H,E,H,E,H,H,E,H,E,E,E,E,E,H,H,H,H,H,H,H,H
E,I,H,H,H,H,H,H,H,H,H,H,E,E,E,H,E,E,H,H,E,H
F,D,D,D,D,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,I,I,I,I,I,G,F,I,F,F,F,F,F,F,F,F,F,F,F,F,G
H,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H
I,I,J,J,J,J,J,J,J,J,J,I,I,J,I,I,J,J,A,I,I,I
J,H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,B,B,B,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,I,J,I,I,I,I
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,I,H,H,H,H,H,H,H,H,H,H,J,J,J,J,I,J,J,J,J,J
F,C,H,I,H,F,F,F,C,C,F,F,F,C,I,I,B,I,I,B,B,B
G,I,I,I,I,I,I,I,I,I,I,J,I,I,I,I,I,I,I,I,I,I
H,I,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,D,J,J,D,D,D,D,D,D,H,D,D,H,H,H,H,H,H,D,H,H
A,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H
B,D,D,D,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,G,G,F,G,G,G,F,H,F,H,H,H,F,J,H,J,G,G,G,G,G
D,J,J,J,J,J,J,J,D,J,J,J,J,J,J,J,J,J,J,J,J,J
E,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
F,I,I,I,I,I,J,J,J,J,J,J,J,I,I,I,I,I,I,I,I,I
G,J,J,J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H
I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,J,J,J,J,G,G,G,G,G,G,G,G,G,H,H,H,I,I,H
A,I,I,I,I,I,I,I,H,H,H,H,I,I,I,I,I,I,I,I,I,I
B,I,I,C,I,I,I,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,I,J,J
D,I,I,J,J,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,H,H,H,H,H,H,H,H,E,H,H,E,E,H,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,I,I,I,I,I,J,I,I,I,I,I,I,I,I
G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,E,E,E,H,H,H,E,E,E,E,H,E,E,H,H,H,H,A,H,H,H
I,F,F,I,I,I,F,F,F,F,F,F,F,F,F,F,I,F,F,F,F,F
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,J,J,J
A,E,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,D,D
B,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,H,A,D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,J,G,G,E,E,G,E,J,E,E,J,D,J,J,D,E,E,D,D,D,D
E,H,H,I,I,I,I,I,I,I,I,I,I,E,I,I,I,I,I,I,I,I
F,C,I,C,C,E,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,I,I,I,I,I,I,I,I,I,I,I,I,I,H,H,H,H,H,H,H,H
I,C,F,F,F,F,F,F,F,H,F,F,H,H,F,F,H,H,H,H,H,H
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
C,J,J,C,C,J,J,J,C,J,C,C,C,C,C,C,C,C,C,C,C,J
D,E,E,E,E,E,J,E,J,E,J,J,J,I,I,I,I,I,I,I,I,I
E,B,J,J,E,E,E,E,E,E,E,J,E,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,A,I,H,H,H,H,H,J,J,H,J,J,H,H,H,H,H,H,H,H,H
I,H,J,J,J,J,J,J,J,J,J,H,J,H,H,I,H,H,H,I,H,H
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,A,E,I,B,B,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
C,I,I,I,I,I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,J,E,E,E,E,E,J,J,J,J,J,J,J,J,J,E,J,J,J,J,J
E,F,F,I,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,G,G,G,D,F,D,D,D,D,D,D,D,E,D,D,D,A,D,E,E
