bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
J,F,J,F,A,J,F,J,F,F,F,F,F,F,F,F,A,A,F,F,A,F
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A
D,C,J,J,J,J,J,J,A,J,J,J,J,J,J,J,E,E,A,A,A,C
E,J,J,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,D,D,D,D,D,D,D,D,D,G,D,G,G,G,G,G,G,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,H
I,D,D,B,B,B,B,D,B,D,B,B,B,B,B,B,B,B,B,B,B,B
J,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,F,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,J,C,C,C,C,C,C,J,C,J,C,C,C,C,C,C,C,C,C,C,C
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,C,C,C,C,C,C,A,A,A,F,F,F,F,F,F,F,F,F,F,F,F
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,H,H,H,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,A
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,A,A,A,A,A,A,A,A,A,A,A,A,A,F,F,F,A,A,A,A,F
D,D,D,D,D,D,D,F,D,F,D,D,D,F,F,D,F,D,D,F,F,F
E,F,A,A,A,F,F,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A
F,B,B,B,B,B,B,B,B,B,F,B,F,B,F,F,B,B,B,B,B,F
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,C,C,C,C,C,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
A,F,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,H,H,H,F,F,F,F,H,H,H,H,F,F,F,H,H,H,H,H,H,H
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,G,G,G,G,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,B,B,B,B,B,D,D,D,D,D,D,B,D,B,B,B,B,B,D
D,A,A,D,D,D,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D,D
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A
D,D,D,D,D,D,D,D,D,D,D,F,D,F,F,D,F,F,D,D,D,D
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,J,F,F,F,F,F,F,F,F,F,F,A,F,A,F,F,F,F,F,F,F
G,H,H,H,H,H,H,H,H,H,C,H,C,C,H,C,H,C,C,C,C,C
H,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,D,D,D,D,D,D,D,D,D,J,J,J,J,J,J,J,J,J,J,J,J
J,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,A,A,A,C,A,C,A,A,A,A,A,A,C,A,D,A,A,A,A,A
C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
D,I,I,I,I,I,I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,J,J,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A
J,E,E,J,J,J,E,J,J,J,J,J,J,J,J,J,J,E,E,E,E,E
A,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A
C,D,A,A,A,A,D,D,D,D,A,A,D,A,A,A,A,A,A,A,A,A
D,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,C,C,C,C,C,C,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,A,A,E
I,G,D,D,G,G,D,D,D,D,J,D,D,D,D,D,D,D,D,D,D,D
J,E,E,J,A,A,E,A,A,A,A,C,C,C,C,C,C,C,C,C,C,A
A,A,A,B,B,B,B,B,B,B,F,F,B,B,F,F,F,F,F,F,F,F
B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,F,B,B,B
C,C,C,C,C,C,C,C,C,C,C,D,C,D,D,D,E,E,E,E,C,E
D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,D,D,D,D,D
E,G,C,D,D,C,C,C,C,D,G,C,C,C,C,C,C,C,E,C,E,E
F,G,G,G,G,G,G,G,G,G,G,A,A,A,A,G,C,G,G,C,C,A
G,C,C,C,C,C,C,C,H,C,H,C,C,C,C,C,C,C,C,C,C,C
H,J,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,J,J,J,A
I,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,J,J,J,J,J,J,J,J,D,D,J,J,J,J,J,J,J,J,J,J
A,D,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,H,E,H,E,E,H,H,H,E,E,E,E,H,E,E,E,E,H,H,E,H
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,B,B,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,A,C,C,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A
G,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
J,F,F,J,J,J,F,F,F,F,J,F,F,F,F,F,J,J,J,F,F,F
A,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,A,B,B,A
C,G,G,A,B,A,A,A,A,A,A,A,A,A,A,A,A,G,A,A,A,A
D,I,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,B,G,G,B,B
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,B,B,D,D,D,D,D,D,D,D
C,I,I,A,I,A,A,A,I,A,A,A,A,A,A,A,A,A,A,A,A,A
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,I,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,E,E,E,E,E,E,E,D,E,D,D,D,D,D,D,D,D,D,D,D,D
J,A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
B,C,C,C,F,C,A,A,C,A,C,C,C,C,C,C,C,C,C,C,A,C
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,C,C,C,C,C,C,C,C,E,E,E,C,C,A,A,A,A,A,A,E,E
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,D,D,A,D,D,D,A,A,A,A,A,A,A,D,A,D,D,D,D,A,D
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,C,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,F,G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,A,A,A,A,A,C,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A
F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,I,G,G,G,G,G,G,D,G,G,G,G,G,G,G,G,G,G,G,G,G
J,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,D,D,D,D,A,D,D,A,A,A,A,A,A,A,A,A
D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,A,A,A,F,F,F,F
E,F,F,F,F,F,F,F,F,F,F,E,F,F,F,F,F,F,F,F,F,E
F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
G,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,I,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,A,A,A,B,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,A,A,C,A,A,A,A,A,A,A,A,C,C,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,H,E,E,E,E,E,E,E,E,E,H,H,D,D,D,D,H,H,H,H,D
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,I,I,E,E,E,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,E
J,D,D,J,J,J,J,J,J,J,C,J,C,C,C,C,C,C,C,C,C,C
A,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,C,C,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,H,F,F,F,F,C,C,C,F,F,C,C,C,C,C,C,C,C,C,I,C
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,F,F,F,F,I,I,F,F,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A
C,G,G,C,C,C,C,C,C,G,G,G,C,G,G,G,G,G,G,G,G,G
D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,A,A,A,A,A,A,H,A,A,A,A,A,A,H,H,H,A,H,A,H,A
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,C
D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,B,E,E,A,A,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A
F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
J,C,C,C,C,C,C,C,A,A,C,A,C,C,C,C,C,C,C,C,C,A
A,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,F,E,E,E,E,E,E,E,E,F,F,F,F,F,F,A,A,A,A,A,A
D,A,F,F,F,F,F,F,F,F,F,F,A,A,A,A,A,A,A,A,A,A
E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,D,D,A,A,A,A,D,D,D,F,D,D,D,D,D,D,D,D,D,D,D
G,B,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,B
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,A,A,A,D,D,A,D,A,D,D,D,D,D,D,A,A,A,D,A
C,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B
D,I,I,I,I,I,I,I,C,C,C,C,C,C,I,I,I,C,C,C,C,C
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,A,A,A,A,A,A,A,C,A,A,A,A,C,A,A,C,A,C,C,C,C
D,G,G,D,D,D,G,G,G,G,G,G,A,A,A,A,A,A,A,A,A,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B,B,B,B,B,B,B
D,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,G,C,G,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,F,F,F,F,F,F,F,F,F,D,D,D,D,D,D,D,D,D,D,D,D
H,G,G,G,G,G,G,G,G,H,H,H,H,G,G,G,G,G,G,G,H,H
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,A,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,D,D,A,D,D,D,D
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,D,D,D,D,D,D,D,D,F,F,D,D,D,D,D,D,D,D,D,D,D
H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
I,B,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,D,D,J,D,D,J,J,J,J,A,D,G,G,G,C,C,G,C,G,D,D
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,C,C,C,C,C,C,C,C,C,C,A,A,C,C,C,C,C,C,C,A,A
E,D,D,D,D,D,A,A,F,F,F,F,F,F,F,F,F,F,F,D,D,D
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,D,D,D,C,C,C,B,C,C,C,B,B,C,C,C,B,C,C,C,C,C
B,E,E,E,A,A,A,A,A,A,H,A,A,A,A,A,A,A,H,A,H,A
C,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,D,D,D,A,D,D,D,D,D,A,D,A,D,D,D,A,A,D,A,A,A
J,F,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,A
A,D,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,A,A,E,A,E,A,A,E,A,A,A,A,E,E,E,A,A,A,A,A
C,G,F,F,F,F,F,F,D,D,D,G,F,G,G,A,F,F,F,F,G,G
D,I,I,I,I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,G,C,G,G,G,G,D,G,G,G,G,G,G,G,G,G,G,G,C,C,G
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,A,D,D,D,D,D
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,J,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,E,E
F,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
