bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
D,E,E,E,E,E,E,E,E,E,E,E,E,E,C,E,I,E,C,E,C,E
E,E,F,F,F,I,J,F,F,E,I,F,F,F,F,F,F,F,F,F,F,E
F,F,D,E,E,D,E,E,E,E,F,F,E,E,E,E,I,I,E,E,E,E
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,E,E,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,I,E,E,E,E,E,B,B,I,B,I,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,F,F,F,F,F,F,F,F,F,F,F,F
C,E,E,E,E,D,E,E,E,E,E,E,D,D,D,A,D,E,E,E,E,E
D,G,B,B,B,B,B,B,B,B,B,B,B,B,B,F,F,B,B,B,F,F
E,I,C,I,C,C,C,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E
F,I,I,I,B,I,B,I,I,I,I,I,I,I,I,I,I,I,F,F,F,B
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,E,E,E,E,E,E,E,E,E,C,E,C,C,C,C,C,C,C,C,E,E
I,I,I,D,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,E,D,D,D,D
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,E,E,B,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,B,B,B,B,B,B,I,I,E,E,E,B,B,E,E,B,B,E,E,E
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,I,F,E,E,I,E,I,I,I,I,I,I,I,I,I,I,E,I,I,I,I
J,C,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,I,I,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,C,C,C,E,C,C,E,E,E,E,E,E,C,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,D,D,I,D,D,I,D,D,D,I,D
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,E,D,D,B,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,E,C,C,I,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,I,I,I,B,I,I,B,I,I,I,I,I,I,I,I,I,I,I,I,I,J
B,F,E,E,E,E,F,F,E,E,E,E,E,E,E,E,E,E,E,E,C,E
C,E,E,E,E,E,E,E,B,E,E,E,B,B,B,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,I,I,C,C,C,C,C
F,I,D,D,D,D,D,D,D,D,D,I,I,I,I,I,I,I,I,I,I,I
G,E,E,E,E,E,E,E,E,E,E,E,E,E,B,B,E,E,E,E,B,B
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,D,E,B,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,C,D,D,D,D,D,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,E,E,E,I,C,E,I,I,I,I,I,I,E,I,I,I,I,I,E,E
E,B,D,D,D,B,B,B,B,B,B,D,B,B,B,B,D,D,B,D,D,D
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,F,E,E,E,E,E,E,E,E,E,B,B,B,B,C,C,C,C,C,C,C
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
J,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E,I
A,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,C,E,E,D,D,E,E,E,E,E,E,E
D,C,C,C,C,C,C,C,B,C,B,C,C,B,C,C,E,E,E,E,E,E
E,F,B,F,I,F,F,I,I,I,I,I,F,I,I,I,I,I,E,E,E,E
F,I,I,I,I,I,I,I,I,I,F,F,F,F,F,I,F,F,F,F,F,F
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,F,F,F,F,F,F,F,F,F,E,E,E,E,F,E,E,E,J,E,E,F
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,I,B,B,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
E,I,I,I,I,I,I,I,C,C,I,I,I,I,I,I,I,I,C,I,C,C
F,E,E,I,E,I,E,E,I,I,I,I,E,I,I,E,E,E,E,E,E,E
G,E,I,I,F,F,I,E,E,I,I,F,I,I,H,F,F,H,H,H,H,H
H,E,E,E,E,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,C,C,C,C,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D
B,B,A,A,A,A,A,C,C,C,A,A,C,A,C,C,C,C,C,C,C,C
C,D,E,E,E,C,C,C,B,C,C,C,B,B,B,B,B,B,B,B,B,B
D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,I,I,I,I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,E,E,E,E,I,E,J,I,I,I,I,I,I,E,E,E,E,E
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,D,D,E,E,E,E,E,C,C,D
C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B
E,E,A,A,D,A,A,A,A,A,D,D,D,D,D,D,D,D,D,A,A,A
F,I,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
